"";"Gender";"Ever_Married";"Age";"Graduated";"Profession";"Work_Experience";"Spending_Score";"Family_Size";"Var_1";"Segmentation"
"9462";"Male";"Yes";46;"Yes";"Entertainment";1;"Average";3;"Cat_6";"A"
"9463";"Female";"Yes";26;"Yes";"Marketing";5;"High";4;"Cat_2";"D"
"9466";"Female";"Yes";38;"Yes";"Marketing";9;"Low";3;"Cat_6";"D"
"9467";"Male";"Yes";69;"No";"Executive";1;"High";4;"Cat_6";"C"
"9468";"Male";"No";46;"Yes";"Artist";0;"Low";2;"Cat_6";"D"
"9469";"Female";"No";40;"No";"Artist";0;"Low";1;"Cat_5";"A"
"9470";"Male";"No";25;"No";"Engineer";9;"Low";3;"Cat_4";"C"
"9472";"Male";"No";26;"No";"Doctor";1;"Low";4;"Cat_6";"D"
"9473";"Female";"No";33;"Yes";"Artist";0;"Low";4;"Cat_6";"A"
"9474";"Male";"Yes";56;"Yes";"Executive";8;"High";2;"Cat_6";"A"
"9475";"Male";"No";30;"No";"Healthcare";0;"Low";5;"Cat_4";"D"
"9476";"Female";"No";26;"No";"Healthcare";0;"Low";3;"Cat_6";"C"
"9477";"Female";"No";28;"No";"Doctor";0;"Low";5;"Cat_3";"A"
"9478";"Female";"Yes";28;"No";"Doctor";0;"Average";6;"Cat_6";"A"
"9479";"Male";"No";20;"No";"Healthcare";1;"Low";4;"Cat_6";"D"
"9480";"Male";"Yes";41;"No";"Executive";1;"Average";3;"Cat_6";"A"
"9481";"Male";"Yes";37;"Yes";"Artist";0;"High";3;"Cat_6";"C"
"9482";"Male";"Yes";59;"Yes";"Artist";1;"Average";3;"Cat_3";"A"
"9483";"Female";"Yes";43;"Yes";"Artist";0;"Average";2;"Cat_6";"A"
"9484";"Male";"No";20;"No";"Healthcare";1;"Low";3;"Cat_6";"A"
"9485";"Female";"No";30;"Yes";"Healthcare";1;"Low";5;"Cat_2";"A"
"9486";"Male";"Yes";66;"No";"Executive";0;"Average";2;"Cat_6";"C"
"9487";"Male";"Yes";28;"Yes";"Artist";1;"Average";3;"Cat_6";"D"
"9488";"Male";"Yes";49;"Yes";"Entertainment";0;"Average";3;"Cat_6";"B"
"9490";"Male";"Yes";27;"Yes";"Artist";9;"Average";2;"Cat_6";"D"
"9491";"Female";"Yes";35;"No";"Engineer";1;"Low";1;"Cat_4";"A"
"9492";"Male";"Yes";33;"Yes";"Healthcare";0;"Average";2;"Cat_6";"A"
"9493";"Female";"Yes";36;"Yes";"Artist";2;"Average";2;"Cat_6";"A"
"9494";"Female";"No";27;"Yes";"Artist";9;"Low";1;"Cat_6";"D"
"9496";"Female";"No";31;"No";"Engineer";1;"Low";5;"Cat_4";"D"
"9497";"Female";"No";30;"No";"Healthcare";0;"Low";4;"Cat_4";"D"
"9499";"Male";"Yes";47;"No";"Executive";1;"Low";4;"Cat_4";"C"
"9502";"Female";"No";36;"Yes";"Artist";1;"Low";4;"Cat_2";"C"
"9503";"Female";"No";30;"Yes";"Engineer";1;"Low";3;"Cat_6";"D"
"9504";"Male";"Yes";60;"Yes";"Artist";9;"Low";1;"Cat_6";"B"
"9505";"Female";"No";32;"Yes";"Healthcare";0;"Low";3;"Cat_4";"A"
"9506";"Female";"Yes";32;"Yes";"Artist";0;"Average";2;"Cat_4";"C"
"9507";"Female";"No";28;"No";"Healthcare";7;"Low";3;"Cat_5";"A"
"9508";"Male";"Yes";46;"Yes";"Healthcare";2;"High";4;"Cat_7";"B"
"9509";"Female";"Yes";38;"Yes";"Artist";4;"Low";1;"Cat_6";"B"
"9511";"Male";"Yes";30;"Yes";"Entertainment";7;"Low";2;"Cat_6";"D"
"9513";"Female";"Yes";46;"Yes";"Engineer";1;"Average";4;"Cat_6";"D"
"9514";"Male";"Yes";37;"No";"Engineer";0;"Average";2;"Cat_1";"C"
"9515";"Female";"No";25;"Yes";"Engineer";2;"Low";3;"Cat_6";"B"
"9516";"Female";"Yes";43;"Yes";"Engineer";1;"Average";4;"Cat_6";"A"
"9517";"Male";"No";32;"No";"Marketing";0;"Low";4;"Cat_6";"B"
"9518";"Female";"Yes";50;"Yes";"Engineer";1;"High";4;"Cat_6";"D"
"9519";"Male";"Yes";43;"No";"Artist";3;"Average";3;"Cat_6";"B"
"9520";"Male";"Yes";37;"Yes";"Artist";0;"Average";2;"Cat_4";"B"
"9521";"Male";"Yes";61;"No";"Healthcare";0;"High";4;"Cat_7";"D"
"9522";"Male";"Yes";39;"Yes";"Artist";5;"Average";2;"Cat_6";"A"
"9523";"Male";"Yes";46;"Yes";"Artist";1;"Average";5;"Cat_6";"B"
"9524";"Male";"Yes";37;"No";"Entertainment";0;"Average";4;"Cat_4";"D"
"9525";"Female";"Yes";36;"No";"Engineer";0;"Low";3;"Cat_2";"A"
"9526";"Female";"No";28;"No";"Artist";0;"Low";1;"Cat_6";"B"
"9527";"Male";"Yes";86;"Yes";"Lawyer";0;"Low";1;"Cat_6";"B"
"9528";"Male";"No";42;"Yes";"Artist";8;"Low";1;"Cat_6";"B"
"9529";"Male";"Yes";82;"Yes";"Executive";1;"Low";1;"Cat_6";"D"
"9530";"Female";"No";18;"No";"Healthcare";1;"Low";8;"Cat_4";"B"
"9531";"Female";"No";18;"No";"Engineer";0;"Low";4;"Cat_6";"D"
"9532";"Female";"No";36;"Yes";"Artist";1;"Low";1;"Cat_5";"A"
"9533";"Female";"No";26;"No";"Engineer";1;"Low";6;"Cat_6";"A"
"9534";"Male";"Yes";49;"Yes";"Entertainment";1;"Average";2;"Cat_6";"B"
"9535";"Female";"Yes";69;"Yes";"Artist";1;"Average";3;"Cat_6";"A"
"9536";"Female";"No";29;"No";"Artist";1;"Low";6;"Cat_4";"D"
"9537";"Male";"No";68;"Yes";"Entertainment";1;"Low";2;"Cat_6";"C"
"9538";"Male";"No";33;"No";"Healthcare";4;"Low";3;"Cat_4";"D"
"9539";"Male";"Yes";38;"No";"Executive";3;"High";5;"Cat_6";"A"
"9540";"Male";"Yes";52;"No";"Entertainment";1;"Average";3;"Cat_6";"B"
"9541";"Male";"Yes";28;"Yes";"Artist";1;"Low";2;"Cat_6";"B"
"9542";"Female";"No";27;"No";"Healthcare";1;"Low";5;"Cat_2";"B"
"9543";"Female";"No";28;"No";"Engineer";0;"Low";4;"Cat_4";"B"
"9544";"Female";"Yes";25;"No";"Engineer";7;"High";3;"Cat_6";"A"
"9545";"Female";"No";30;"Yes";"Artist";8;"Low";1;"Cat_6";"A"
"9546";"Male";"Yes";40;"Yes";"Artist";1;"Average";3;"Cat_2";"A"
"9547";"Female";"No";25;"Yes";"Artist";0;"Low";9;"Cat_6";"B"
"9549";"Female";"Yes";43;"No";"Engineer";0;"Average";2;"Cat_4";"A"
"9550";"Female";"No";26;"Yes";"Artist";1;"Low";4;"Cat_6";"B"
"9551";"Female";"Yes";37;"No";"Entertainment";0;"Average";3;"Cat_6";"C"
"9552";"Female";"No";28;"No";"Healthcare";1;"Low";5;"Cat_7";"B"
"9553";"Female";"Yes";31;"No";"Marketing";1;"Low";5;"Cat_4";"A"
"9554";"Male";"Yes";46;"Yes";"Artist";1;"Low";3;"Cat_6";"A"
"9555";"Female";"Yes";47;"Yes";"Artist";5;"Average";4;"Cat_6";"C"
"9556";"Male";"No";28;"No";"Healthcare";1;"Low";4;"Cat_6";"B"
"9557";"Male";"No";30;"No";"Healthcare";0;"Low";1;"Cat_6";"D"
"9559";"Male";"No";23;"No";"Artist";2;"Low";5;"Cat_6";"D"
"9560";"Female";"No";22;"No";"Healthcare";1;"Low";5;"Cat_6";"D"
"9561";"Male";"No";20;"No";"Healthcare";1;"Low";5;"Cat_7";"D"
"9562";"Male";"No";22;"No";"Entertainment";1;"Low";4;"Cat_6";"D"
"9563";"Female";"No";19;"No";"Healthcare";0;"Low";4;"Cat_6";"C"
"9564";"Male";"No";21;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"9565";"Female";"No";19;"No";"Healthcare";0;"Low";4;"Cat_6";"B"
"9566";"Male";"No";39;"Yes";"Artist";1;"Low";2;"Cat_6";"A"
"9567";"Female";"Yes";38;"Yes";"Artist";8;"Low";2;"Cat_6";"D"
"9568";"Male";"No";33;"Yes";"Healthcare";3;"Low";1;"Cat_6";"A"
"9569";"Female";"No";38;"Yes";"Homemaker";4;"Low";1;"Cat_6";"B"
"9570";"Female";"No";29;"Yes";"Healthcare";0;"Low";3;"Cat_6";"A"
"9571";"Female";"Yes";35;"No";"Entertainment";4;"Low";1;"Cat_6";"D"
"9572";"Male";"Yes";32;"Yes";"Artist";9;"Average";2;"Cat_6";"A"
"9573";"Male";"Yes";59;"Yes";"Artist";0;"Low";1;"Cat_6";"D"
"9574";"Female";"No";32;"Yes";"Doctor";0;"Low";1;"Cat_6";"B"
"9575";"Female";"No";29;"Yes";"Healthcare";8;"Low";3;"Cat_4";"C"
"9576";"Female";"No";31;"Yes";"Entertainment";0;"Low";4;"Cat_2";"A"
"9577";"Male";"Yes";59;"No";"Executive";0;"High";4;"Cat_6";"B"
"9578";"Male";"Yes";87;"Yes";"Lawyer";0;"High";2;"Cat_6";"A"
"9579";"Male";"Yes";53;"Yes";"Executive";0;"Low";2;"Cat_6";"C"
"9580";"Male";"Yes";83;"No";"Lawyer";0;"High";2;"Cat_6";"D"
"9581";"Male";"No";33;"No";"Healthcare";1;"Low";5;"Cat_4";"A"
"9584";"Female";"No";27;"No";"Healthcare";1;"Low";5;"Cat_4";"A"
"9585";"Female";"Yes";42;"Yes";"Artist";5;"Average";2;"Cat_4";"A"
"9586";"Male";"Yes";46;"Yes";"Artist";4;"Average";2;"Cat_6";"B"
"9587";"Male";"Yes";63;"Yes";"Doctor";0;"High";2;"Cat_6";"C"
"9588";"Male";"No";32;"Yes";"Doctor";1;"Low";2;"Cat_6";"B"
"9589";"Female";"No";38;"Yes";"Engineer";0;"Low";3;"Cat_6";"C"
"9590";"Male";"No";38;"Yes";"Entertainment";1;"Low";2;"Cat_6";"D"
"9591";"Female";"Yes";63;"Yes";"Engineer";1;"Low";1;"Cat_6";"D"
"9592";"Female";"No";45;"Yes";"Artist";1;"Low";1;"Cat_6";"A"
"9593";"Female";"No";33;"Yes";"Healthcare";1;"Low";5;"Cat_2";"A"
"9594";"Male";"No";27;"No";"Entertainment";0;"Low";2;"Cat_6";"C"
"9595";"Female";"Yes";87;"No";"Artist";7;"High";2;"Cat_7";"B"
"9596";"Female";"No";25;"No";"Healthcare";14;"Low";1;"Cat_6";"D"
"9597";"Male";"Yes";61;"Yes";"Artist";0;"Average";4;"Cat_6";"B"
"9598";"Male";"Yes";41;"Yes";"Artist";1;"High";4;"Cat_6";"B"
"9600";"Male";"Yes";51;"Yes";"Executive";4;"High";3;"Cat_6";"B"
"9602";"Male";"Yes";60;"Yes";"Artist";3;"High";3;"Cat_6";"C"
"9603";"Male";"Yes";65;"Yes";"Artist";6;"Average";3;"Cat_6";"D"
"9605";"Female";"Yes";41;"Yes";"Artist";1;"Low";1;"Cat_6";"B"
"9606";"Female";"Yes";56;"Yes";"Artist";0;"Average";3;"Cat_6";"A"
"9607";"Female";"Yes";74;"No";"Lawyer";1;"High";2;"Cat_6";"C"
"9608";"Male";"Yes";39;"Yes";"Artist";4;"Average";2;"Cat_2";"B"
"9609";"Female";"No";42;"No";"Artist";2;"Low";2;"Cat_6";"A"
"9610";"Male";"Yes";68;"Yes";"Artist";5;"High";2;"Cat_6";"A"
"9611";"Male";"No";30;"Yes";"Artist";1;"Low";1;"Cat_6";"A"
"9612";"Female";"No";32;"No";"Healthcare";1;"Low";3;"Cat_6";"C"
"9613";"Male";"Yes";43;"Yes";"Artist";13;"Low";1;"Cat_6";"A"
"9614";"Female";"Yes";40;"Yes";"Artist";3;"High";2;"Cat_5";"C"
"9615";"Female";"Yes";87;"No";"Entertainment";0;"High";2;"Cat_6";"D"
"9616";"Male";"Yes";43;"No";"Entertainment";1;"Low";2;"Cat_6";"B"
"9617";"Male";"Yes";48;"Yes";"Doctor";1;"Average";3;"Cat_2";"C"
"9618";"Female";"Yes";58;"Yes";"Marketing";0;"Average";2;"Cat_6";"A"
"9620";"Female";"No";30;"No";"Healthcare";14;"Low";3;"Cat_6";"A"
"9621";"Female";"Yes";53;"Yes";"Artist";2;"Low";2;"Cat_6";"D"
"9622";"Female";"Yes";56;"Yes";"Artist";3;"Average";3;"Cat_6";"C"
"9623";"Male";"Yes";48;"Yes";"Artist";1;"Average";4;"Cat_6";"B"
"9624";"Male";"Yes";28;"No";"Doctor";1;"Low";5;"Cat_6";"D"
"9625";"Female";"Yes";61;"Yes";"Artist";0;"Average";2;"Cat_6";"B"
"9626";"Male";"Yes";62;"Yes";"Entertainment";1;"Average";3;"Cat_6";"C"
"9627";"Female";"Yes";49;"Yes";"Artist";1;"Average";5;"Cat_4";"B"
"9629";"Male";"Yes";62;"Yes";"Entertainment";1;"Low";2;"Cat_6";"B"
"9631";"Female";"No";48;"Yes";"Artist";4;"Low";1;"Cat_6";"B"
"9632";"Female";"Yes";36;"Yes";"Artist";1;"Average";3;"Cat_2";"B"
"9633";"Female";"Yes";56;"Yes";"Artist";1;"Average";5;"Cat_6";"D"
"9634";"Female";"Yes";66;"No";"Marketing";0;"High";2;"Cat_1";"D"
"9635";"Male";"No";40;"Yes";"Artist";6;"Low";2;"Cat_6";"D"
"9636";"Female";"Yes";57;"Yes";"Artist";0;"Average";2;"Cat_6";"B"
"9638";"Male";"Yes";35;"No";"Marketing";1;"Low";3;"Cat_6";"A"
"9639";"Male";"Yes";58;"Yes";"Artist";0;"Average";2;"Cat_6";"C"
"9640";"Male";"No";29;"No";"Artist";8;"Low";5;"Cat_5";"D"
"9641";"Male";"No";26;"No";"Doctor";0;"Low";1;"Cat_6";"A"
"9642";"Female";"Yes";84;"Yes";"Lawyer";1;"High";2;"Cat_6";"D"
"9643";"Male";"Yes";86;"Yes";"Executive";0;"Low";1;"Cat_6";"D"
"9644";"Male";"Yes";77;"No";"Lawyer";1;"High";2;"Cat_6";"D"
"9645";"Female";"No";37;"Yes";"Artist";0;"Low";3;"Cat_6";"A"
"9646";"Male";"Yes";74;"No";"Executive";0;"High";2;"Cat_6";"B"
"9647";"Male";"No";27;"No";"Artist";1;"Low";2;"Cat_6";"A"
"9648";"Female";"Yes";56;"Yes";"Artist";0;"Low";1;"Cat_6";"D"
"9649";"Female";"No";27;"Yes";"Healthcare";0;"Low";1;"Cat_6";"A"
"9650";"Male";"Yes";39;"Yes";"Artist";7;"Average";2;"Cat_6";"C"
"9651";"Male";"Yes";35;"Yes";"Entertainment";3;"Average";2;"Cat_6";"A"
"9652";"Male";"Yes";66;"Yes";"Entertainment";1;"Average";2;"Cat_6";"A"
"9653";"Female";"No";47;"Yes";"Artist";0;"Low";2;"Cat_6";"C"
"9654";"Female";"Yes";36;"Yes";"Artist";8;"Average";2;"Cat_6";"B"
"9655";"Male";"Yes";43;"Yes";"Artist";4;"Average";2;"Cat_6";"D"
"9656";"Female";"Yes";55;"Yes";"Artist";0;"Average";4;"Cat_6";"D"
"9657";"Male";"Yes";41;"Yes";"Doctor";0;"Average";3;"Cat_6";"A"
"9658";"Female";"No";26;"Yes";"Artist";9;"Low";5;"Cat_6";"D"
"9659";"Male";"Yes";72;"Yes";"Artist";0;"High";2;"Cat_2";"A"
"9661";"Male";"Yes";38;"Yes";"Entertainment";1;"Average";3;"Cat_6";"D"
"9662";"Male";"Yes";72;"No";"Lawyer";1;"Low";2;"Cat_6";"C"
"9663";"Male";"No";31;"Yes";"Healthcare";1;"Low";4;"Cat_6";"A"
"9664";"Male";"No";41;"Yes";"Artist";9;"Low";1;"Cat_6";"B"
"9665";"Male";"No";25;"No";"Engineer";9;"Low";2;"Cat_3";"D"
"9667";"Male";"Yes";83;"Yes";"Lawyer";0;"High";2;"Cat_4";"D"
"9668";"Female";"Yes";51;"Yes";"Engineer";0;"Average";4;"Cat_6";"B"
"9669";"Male";"Yes";40;"Yes";"Artist";0;"Low";2;"Cat_2";"D"
"9670";"Female";"Yes";76;"Yes";"Artist";0;"Average";2;"Cat_6";"C"
"9671";"Male";"Yes";29;"Yes";"Artist";1;"Low";4;"Cat_6";"A"
"9672";"Male";"Yes";46;"Yes";"Artist";1;"Low";3;"Cat_6";"B"
"9673";"Female";"Yes";58;"Yes";"Artist";0;"Average";4;"Cat_6";"A"
"9674";"Female";"No";46;"Yes";"Artist";1;"Low";1;"Cat_6";"D"
"9675";"Female";"Yes";74;"No";"Lawyer";0;"High";2;"Cat_6";"D"
"9676";"Male";"Yes";53;"Yes";"Executive";1;"High";3;"Cat_6";"A"
"9677";"Male";"Yes";63;"Yes";"Artist";1;"Low";1;"Cat_6";"D"
"9678";"Female";"Yes";49;"Yes";"Artist";1;"Average";3;"Cat_6";"C"
"9679";"Male";"No";25;"Yes";"Entertainment";5;"Low";2;"Cat_3";"A"
"9680";"Male";"No";46;"No";"Engineer";1;"Low";3;"Cat_4";"C"
"9681";"Female";"No";43;"Yes";"Artist";7;"Low";9;"Cat_6";"B"
"9682";"Female";"Yes";58;"Yes";"Artist";1;"Average";4;"Cat_3";"C"
"9683";"Male";"Yes";41;"Yes";"Executive";1;"High";4;"Cat_6";"C"
"9684";"Female";"No";28;"No";"Healthcare";1;"Low";3;"Cat_6";"D"
"9685";"Male";"No";26;"Yes";"Healthcare";0;"Low";4;"Cat_6";"A"
"9686";"Male";"No";29;"Yes";"Healthcare";9;"Low";2;"Cat_4";"B"
"9688";"Female";"No";39;"Yes";"Engineer";14;"Low";1;"Cat_6";"C"
"9689";"Male";"Yes";51;"Yes";"Entertainment";0;"Average";4;"Cat_6";"D"
"9690";"Male";"Yes";46;"Yes";"Entertainment";4;"High";4;"Cat_2";"B"
"9692";"Male";"Yes";26;"Yes";"Artist";1;"Average";3;"Cat_6";"D"
"9693";"Female";"Yes";42;"Yes";"Engineer";1;"Average";4;"Cat_4";"A"
"9694";"Female";"Yes";43;"Yes";"Entertainment";5;"Average";3;"Cat_6";"C"
"9695";"Male";"Yes";53;"Yes";"Executive";1;"Low";4;"Cat_6";"B"
"9697";"Female";"Yes";40;"Yes";"Artist";1;"Average";3;"Cat_4";"D"
"9698";"Male";"Yes";71;"Yes";"Artist";1;"Low";2;"Cat_6";"B"
"9699";"Male";"Yes";32;"Yes";"Marketing";13;"High";4;"Cat_4";"A"
"9700";"Male";"No";41;"Yes";"Entertainment";9;"Low";2;"Cat_6";"A"
"9701";"Female";"No";46;"Yes";"Entertainment";8;"Low";2;"Cat_6";"D"
"9702";"Male";"Yes";40;"Yes";"Executive";0;"High";4;"Cat_6";"A"
"9703";"Male";"No";29;"No";"Doctor";1;"Low";5;"Cat_6";"D"
"9704";"Male";"Yes";25;"Yes";"Doctor";1;"Average";2;"Cat_6";"C"
"9705";"Female";"Yes";52;"Yes";"Marketing";0;"Low";1;"Cat_6";"A"
"9706";"Male";"No";30;"Yes";"Doctor";9;"Low";5;"Cat_6";"D"
"9707";"Female";"Yes";25;"Yes";"Healthcare";12;"High";2;"Cat_6";"B"
"9708";"Male";"No";32;"No";"Artist";9;"Low";4;"Cat_6";"D"
"9710";"Female";"No";49;"Yes";"Artist";1;"Low";1;"Cat_3";"C"
"9711";"Female";"No";43;"Yes";"Doctor";1;"Low";4;"Cat_2";"D"
"9712";"Male";"Yes";48;"Yes";"Artist";1;"Low";1;"Cat_2";"D"
"9713";"Male";"No";41;"No";"Artist";5;"Low";2;"Cat_6";"C"
"9714";"Female";"No";29;"Yes";"Healthcare";9;"Low";2;"Cat_6";"C"
"9715";"Female";"No";35;"Yes";"Artist";0;"Low";2;"Cat_3";"B"
"9716";"Male";"Yes";41;"Yes";"Artist";1;"Average";2;"Cat_6";"C"
"9717";"Female";"Yes";47;"Yes";"Artist";1;"Average";4;"Cat_2";"C"
"9718";"Female";"Yes";53;"Yes";"Artist";1;"Average";3;"Cat_6";"B"
"9720";"Female";"Yes";40;"Yes";"Artist";0;"High";2;"Cat_6";"A"
"9721";"Male";"Yes";46;"Yes";"Artist";0;"Low";1;"Cat_6";"B"
"9723";"Female";"Yes";71;"Yes";"Lawyer";2;"Low";6;"Cat_1";"A"
"9724";"Female";"Yes";30;"No";"Engineer";5;"Average";2;"Cat_4";"A"
"9725";"Female";"Yes";40;"No";"Engineer";1;"Average";4;"Cat_4";"A"
"9726";"Male";"Yes";43;"No";"Entertainment";0;"Average";5;"Cat_4";"C"
"9727";"Male";"Yes";40;"Yes";"Entertainment";3;"Average";3;"Cat_4";"B"
"9728";"Male";"Yes";39;"No";"Entertainment";1;"Average";4;"Cat_4";"B"
"9729";"Male";"Yes";49;"No";"Executive";1;"High";7;"Cat_2";"D"
"9730";"Male";"Yes";51;"No";"Artist";0;"Average";5;"Cat_4";"D"
"9731";"Female";"Yes";39;"No";"Doctor";1;"Average";9;"Cat_4";"A"
"9732";"Male";"Yes";23;"No";"Healthcare";1;"Low";5;"Cat_4";"B"
"9733";"Male";"Yes";53;"No";"Engineer";0;"Average";6;"Cat_4";"A"
"9734";"Female";"No";35;"No";"Engineer";9;"Low";5;"Cat_4";"B"
"9735";"Male";"No";35;"No";"Executive";2;"Low";4;"Cat_4";"A"
"9736";"Male";"Yes";30;"Yes";"Doctor";1;"Low";9;"Cat_4";"C"
"9738";"Male";"No";38;"Yes";"Artist";1;"Low";3;"Cat_4";"A"
"9739";"Female";"No";53;"No";"Marketing";0;"Low";1;"Cat_3";"A"
"9740";"Female";"No";36;"Yes";"Engineer";8;"Low";1;"Cat_4";"C"
"9741";"Male";"No";33;"No";"Engineer";0;"Low";4;"Cat_4";"A"
"9742";"Female";"No";40;"Yes";"Engineer";1;"Low";1;"Cat_4";"C"
"9743";"Female";"Yes";36;"Yes";"Artist";0;"Average";4;"Cat_4";"D"
"9744";"Male";"No";31;"No";"Doctor";1;"Low";5;"Cat_4";"A"
"9745";"Male";"No";31;"No";"Doctor";1;"Low";2;"Cat_4";"A"
"9746";"Male";"Yes";41;"Yes";"Healthcare";0;"Average";4;"Cat_4";"C"
"9748";"Female";"Yes";38;"Yes";"Artist";5;"Average";3;"Cat_1";"D"
"9749";"Male";"Yes";49;"No";"Artist";1;"Low";5;"Cat_4";"A"
"9751";"Male";"Yes";28;"Yes";"Executive";14;"High";9;"Cat_4";"D"
"9752";"Male";"Yes";51;"No";"Entertainment";0;"High";4;"Cat_4";"C"
"9753";"Male";"Yes";41;"No";"Artist";1;"Average";2;"Cat_4";"C"
"9754";"Female";"Yes";57;"No";"Engineer";0;"Average";6;"Cat_4";"C"
"9755";"Male";"Yes";67;"Yes";"Artist";0;"Low";1;"Cat_4";"C"
"9756";"Male";"Yes";29;"No";"Executive";3;"Average";5;"Cat_4";"D"
"9758";"Male";"Yes";49;"Yes";"Artist";0;"High";2;"Cat_6";"C"
"9759";"Female";"No";28;"No";"Engineer";6;"Low";3;"Cat_4";"A"
"9760";"Female";"Yes";48;"No";"Engineer";1;"Average";4;"Cat_4";"B"
"9761";"Female";"Yes";51;"No";"Engineer";5;"Average";4;"Cat_4";"C"
"9762";"Female";"Yes";48;"No";"Engineer";5;"Average";6;"Cat_4";"D"
"9763";"Female";"Yes";48;"No";"Engineer";5;"Average";5;"Cat_4";"A"
"9765";"Female";"Yes";39;"No";"Engineer";8;"Average";4;"Cat_4";"D"
"9766";"Female";"Yes";50;"No";"Engineer";7;"Average";5;"Cat_4";"B"
"9767";"Female";"No";33;"No";"Engineer";1;"Low";9;"Cat_4";"B"
"9769";"Male";"Yes";30;"No";"Marketing";2;"High";5;"Cat_4";"B"
"9771";"Male";"No";36;"No";"Marketing";0;"Low";4;"Cat_4";"B"
"9772";"Male";"No";43;"No";"Entertainment";0;"Low";1;"Cat_4";"D"
"9773";"Male";"Yes";26;"No";"Entertainment";1;"Low";1;"Cat_4";"A"
"9774";"Male";"Yes";33;"No";"Executive";0;"Low";2;"Cat_4";"D"
"9776";"Female";"Yes";49;"Yes";"Engineer";1;"High";5;"Cat_4";"D"
"9777";"Male";"Yes";48;"Yes";"Engineer";6;"Average";5;"Cat_6";"A"
"9778";"Male";"No";31;"Yes";"Artist";5;"Low";1;"Cat_4";"D"
"9780";"Female";"No";21;"No";"Healthcare";5;"Low";1;"Cat_4";"D"
"9781";"Female";"Yes";50;"No";"Entertainment";8;"Average";5;"Cat_4";"B"
"9782";"Male";"No";23;"No";"Healthcare";9;"Low";6;"Cat_4";"B"
"9783";"Female";"Yes";21;"No";"Healthcare";0;"Low";2;"Cat_4";"D"
"9785";"Male";"No";20;"No";"Healthcare";0;"Low";6;"Cat_4";"D"
"9787";"Male";"Yes";29;"No";"Engineer";0;"Average";3;"Cat_4";"A"
"9788";"Male";"Yes";42;"Yes";"Artist";0;"Average";4;"Cat_4";"A"
"9789";"Male";"No";20;"No";"Doctor";0;"Low";6;"Cat_4";"B"
"9790";"Male";"Yes";36;"No";"Executive";1;"Low";6;"Cat_4";"D"
"9791";"Female";"Yes";42;"No";"Engineer";0;"High";6;"Cat_4";"B"
"9792";"Male";"No";18;"No";"Healthcare";7;"Low";4;"Cat_4";"B"
"9794";"Female";"No";30;"No";"Engineer";10;"Low";8;"Cat_4";"D"
"9795";"Female";"No";28;"No";"Homemaker";9;"Low";9;"Cat_4";"A"
"9796";"Male";"Yes";42;"Yes";"Entertainment";7;"Low";6;"Cat_4";"B"
"9797";"Male";"Yes";38;"Yes";"Artist";1;"Low";4;"Cat_4";"C"
"9798";"Male";"Yes";42;"Yes";"Artist";1;"Average";2;"Cat_4";"C"
"9800";"Female";"Yes";29;"Yes";"Doctor";0;"Average";2;"Cat_4";"C"
"9801";"Male";"Yes";40;"Yes";"Artist";1;"Low";2;"Cat_4";"A"
"9802";"Female";"No";38;"No";"Engineer";1;"Low";2;"Cat_4";"C"
"9803";"Male";"Yes";37;"Yes";"Engineer";1;"Average";4;"Cat_4";"C"
"9804";"Female";"Yes";65;"No";"Lawyer";1;"Low";1;"Cat_4";"B"
"9807";"Female";"Yes";47;"Yes";"Artist";1;"Average";5;"Cat_4";"B"
"9808";"Male";"Yes";57;"Yes";"Artist";0;"Average";3;"Cat_4";"C"
"9811";"Male";"Yes";37;"Yes";"Artist";9;"Low";1;"Cat_4";"A"
"9812";"Male";"No";39;"Yes";"Artist";4;"Low";1;"Cat_4";"A"
"9813";"Male";"Yes";39;"No";"Doctor";1;"Average";5;"Cat_4";"D"
"9815";"Female";"Yes";70;"Yes";"Artist";1;"Average";2;"Cat_4";"D"
"9816";"Male";"Yes";51;"Yes";"Executive";9;"Low";1;"Cat_4";"C"
"9817";"Male";"Yes";48;"No";"Artist";1;"Low";3;"Cat_4";"B"
"9818";"Male";"No";43;"No";"Entertainment";0;"Low";1;"Cat_4";"B"
"9819";"Female";"Yes";29;"No";"Engineer";1;"Low";2;"Cat_4";"A"
"9820";"Female";"Yes";43;"Yes";"Entertainment";0;"Low";2;"Cat_4";"B"
"9821";"Male";"No";25;"No";"Doctor";5;"Low";1;"Cat_4";"D"
"9822";"Female";"Yes";75;"No";"Lawyer";0;"Low";1;"Cat_4";"B"
"9823";"Female";"No";22;"No";"Healthcare";0;"Low";5;"Cat_4";"C"
"9824";"Male";"Yes";86;"No";"Marketing";1;"Low";1;"Cat_4";"B"
"9825";"Female";"Yes";50;"Yes";"Entertainment";1;"Low";2;"Cat_4";"D"
"9826";"Male";"Yes";73;"No";"Lawyer";1;"High";9;"Cat_4";"C"
"9828";"Male";"Yes";49;"Yes";"Artist";0;"Average";4;"Cat_6";"C"
"9829";"Male";"Yes";46;"Yes";"Executive";1;"High";5;"Cat_6";"D"
"9830";"Male";"Yes";73;"No";"Executive";0;"High";2;"Cat_6";"D"
"9831";"Female";"Yes";87;"Yes";"Lawyer";1;"High";2;"Cat_6";"A"
